,A:総入園者数,B:有料入園者数,C:無料入園者数,D:Cのうち幼児,E:Cのうち小学生,F:Cのうち中学生,G:Cのうち障がい者,H:Cのうち市内６５歳以上,I:CのうちD～H以外,month,wod_x,さっぽろ（南北線）,さっぽろ（東豊線）,すすきの,大通（南北線）,大通（東西線）,大通（東豊線）,wod_y,気温(℃),風向(度:0～359),風速(m/s),降水量(mm),積雪深(cm),J1,J2,J3,J4,J5
2022-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,44313,25882,9041,34838,18389,12342,3,6.397916666666666,208.42361111111111,1.5812499999999998,0.0,0.0,1341.6753246753246,1059.090909090909,1373.051948051948,1193.7792207792209,1445.7272727272727
2022-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,48925,27630,10992,39059,19700,13162,4,6.394444444444444,281.2013888888889,1.5569444444444445,0.0,0.0,1418.077922077922,1067.5194805194806,1537.5844155844156,1123.025974025974,1465.6493506493507
2022-04-16,3732.0,2246.0,1486.0,973.0,338.0,29.0,56.0,34.0,56.0,4,5,39388,19792,12413,33606,13791,9189,5,7.827777777777778,313.63194444444446,2.148611111111111,0.0,0.0,1317.4155844155844,968.5714285714286,1468.6363636363637,1133.6233766233765,1573.1948051948052
2022-04-17,4782.0,2840.0,1942.0,1275.0,470.0,49.0,71.0,27.0,50.0,4,6,29836,13891,9554,25080,9616,6667,6,10.044444444444444,177.44444444444446,0.9576388888888889,0.0,0.0,1137.4935064935064,850.9480519480519,1271.4025974025974,1097.922077922078,1491.2077922077922
2022-04-18,591.0,464.0,127.0,89.0,17.0,0.0,9.0,6.0,6.0,4,0,45170,26175,9134,35643,18448,12837,0,8.843055555555557,228.67361111111111,1.2736111111111112,4.0,0.0,1346.5324675324675,935.3116883116883,1231.2987012987012,1198.5324675324675,1520.4545454545455
2022-04-19,1033.0,695.0,338.0,242.0,17.0,0.0,22.0,34.0,23.0,4,1,44757,25892,9062,35300,18352,12297,1,8.945138888888888,276.9375,1.551388888888889,0.0,0.0,1240.3246753246754,959.9480519480519,1444.4155844155844,1199.3506493506493,1412.9610389610389
2022-04-20,1021.0,661.0,360.0,249.0,23.0,2.0,23.0,37.0,26.0,4,2,44201,25992,9241,35690,18607,12817,2,11.7,177.78472222222223,1.2493055555555557,0.0,0.0,1170.4935064935064,1043.5064935064936,1475.3506493506493,1116.3376623376623,1356.2727272727273
2022-04-21,1698.0,1122.0,576.0,439.0,21.0,1.0,28.0,63.0,24.0,4,3,45107,25901,9418,35119,18612,12426,3,15.379166666666666,156.17361111111111,1.317361111111111,0.0,0.0,1051.7922077922078,868.2727272727273,1214.4545454545455,1014.5844155844156,1166.7012987012988
2022-04-22,1068.0,793.0,275.0,207.0,20.0,0.0,18.0,15.0,15.0,4,4,48263,27855,10810,38956,19025,13330,4,15.103472222222223,160.03472222222223,1.3194444444444444,3.5,0.0,1099.3376623376623,858.1818181818181,1231.5844155844156,1116.2467532467533,1224.7402597402597
2022-04-23,2944.0,1789.0,1155.0,712.0,263.0,26.0,61.0,38.0,55.0,4,5,37302,19352,11584,32749,13191,9099,5,11.450694444444444,273.4513888888889,1.6569444444444443,0.5,0.0,1191.1818181818182,1027.922077922078,1491.2337662337663,1054.5454545454545,1460.1948051948052
2022-04-24,4669.0,2822.0,1847.0,1166.0,389.0,78.0,71.0,80.0,63.0,4,6,29644,15391,8579,25639,9925,7075,6,11.10763888888889,171.82638888888889,2.692361111111111,0.0,0.0,1082.6753246753246,978.6883116883117,1254.4545454545455,1029.2337662337663,1270.6623376623377
2022-04-25,1328.0,877.0,451.0,272.0,29.0,4.0,44.0,67.0,35.0,4,0,45246,25843,9351,36096,18841,12715,0,12.229861111111111,289.9791666666667,1.4604166666666667,0.0,0.0,1106.090909090909,949.0519480519481,1153.987012987013,994.4285714285714,1293.3766233766235
2022-04-26,1082.0,731.0,351.0,221.0,25.0,15.0,26.0,42.0,22.0,4,1,45342,26132,9382,36457,18861,12711,1,14.160416666666666,158.89583333333334,1.3430555555555557,0.0,0.0,1045.5584415584415,847.3246753246754,1168.3376623376623,1162.025974025974,1070.922077922078
2022-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,46265,26389,9879,37053,18582,12818,2,12.557638888888889,256.75694444444446,1.7472222222222222,0.0,0.0,1123.987012987013,1022.4545454545455,1302.0,1048.7142857142858,1349.857142857143
2022-04-28,1272.0,856.0,416.0,244.0,26.0,26.0,23.0,79.0,18.0,4,3,50763,27530,11125,39889,19988,13205,3,10.6875,306.1111111111111,2.8069444444444445,0.0,0.0,1180.4675324675325,1030.987012987013,1386.909090909091,1002.8051948051948,1349.142857142857
2022-04-29,6665.0,3842.0,2823.0,1693.0,646.0,114.0,117.0,137.0,116.0,4,4,37075,17952,10770,30409,12009,8281,4,9.258333333333333,312.61805555555554,1.8312499999999998,0.0,0.0,1181.090909090909,1013.2207792207793,1359.8701298701299,1020.5454545454545,1423.4155844155844
2022-04-30,8474.0,4892.0,3582.0,2023.0,945.0,146.0,133.0,227.0,108.0,4,5,38354,17356,12332,32160,13132,8637,5,11.247222222222222,294.28472222222223,1.9340277777777777,0.0,0.0,1043.844155844156,863.8051948051948,1204.4805194805194,981.922077922078,1310.4675324675325
2022-05-01,3113.0,2052.0,1061.0,581.0,255.0,66.0,52.0,59.0,48.0,5,6,32720,15501,10814,25960,9880,6974,6,8.65486111111111,150.73611111111111,2.115972222222222,0.0,0.0,1206.2727272727273,991.5714285714286,1462.3766233766235,1064.1168831168832,1563.7792207792209
2022-05-02,3446.0,2293.0,1153.0,691.0,242.0,34.0,56.0,75.0,55.0,5,0,44366,22988,11630,35028,16452,10973,0,9.292361111111111,214.76388888888889,0.8145833333333333,0.0,0.0,1167.5454545454545,1153.4025974025974,1463.2337662337663,1133.142857142857,1519.2987012987012
2022-05-03,7919.0,4893.0,3026.0,1749.0,837.0,144.0,97.0,102.0,97.0,5,1,35836,17748,11791,28260,11011,7732,1,9.668055555555556,258.4861111111111,1.276388888888889,0.0,0.0,1076.922077922078,936.3506493506494,1259.2077922077922,975.5454545454545,1451.7922077922078
2022-05-04,5246.0,3308.0,1938.0,1136.0,488.0,104.0,69.0,81.0,60.0,5,2,34812,17288,11584,27464,10546,7455,2,9.844444444444443,262.24305555555554,2.3291666666666666,3.0,0.0,1284.4415584415585,1138.3116883116884,1371.7662337662337,1137.7532467532467,1481.3506493506493
2022-05-05,9368.0,5654.0,3714.0,2000.0,1118.0,149.0,157.0,144.0,146.0,5,3,32497,16708,9958,25667,10486,7056,3,12.445138888888888,156.58333333333334,2.2840277777777778,0.0,0.0,946.6753246753246,773.4285714285714,1105.1948051948052,1024.7402597402597,1169.909090909091
2022-05-06,4252.0,2806.0,1446.0,948.0,156.0,24.0,55.0,192.0,71.0,5,4,43565,23482,10618,35607,17349,11425,4,19.294444444444444,172.61805555555554,1.7708333333333333,0.0,0.0,976.1818181818181,855.0519480519481,1125.8701298701299,1042.844155844156,1133.5064935064936
2022-05-07,3239.0,1982.0,1257.0,713.0,298.0,74.0,59.0,41.0,72.0,5,5,36392,18211,11418,30699,12256,8689,5,16.4375,171.95833333333334,1.6902777777777778,0.5,0.0,954.2597402597403,864.7012987012987,1209.8181818181818,967.8831168831168,1074.3376623376623
2022-05-08,3482.0,2153.0,1329.0,792.0,305.0,98.0,56.0,34.0,44.0,5,6,29106,14046,8793,24106,9538,6572,6,11.506250000000001,233.625,1.3125,0.0,0.0,981.4545454545455,700.2857142857143,932.7402597402597,1004.7142857142857,1414.9610389610389
2022-05-09,1196.0,769.0,427.0,263.0,29.0,8.0,33.0,65.0,29.0,5,0,44101,25816,8519,34170,18358,12232,0,14.007638888888888,263.4513888888889,1.4826388888888888,0.0,0.0,979.3376623376623,924.1428571428571,1251.8181818181818,1172.5064935064936,1306.2077922077922
2022-05-10,1688.0,1033.0,655.0,331.0,135.0,13.0,40.0,104.0,32.0,5,1,44043,26204,9001,34325,18264,12717,1,16.913194444444443,263.0486111111111,0.9305555555555556,0.0,0.0,934.2597402597403,783.4545454545455,1049.922077922078,1101.8831168831168,1058.6623376623377
2022-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,43924,26398,9117,34812,18219,12591,2,19.17638888888889,183.51388888888889,1.3048611111111112,0.0,0.0,872.3506493506494,865.1428571428571,1082.012987012987,1010.6233766233767,941.012987012987
2022-05-12,1740.0,864.0,876.0,628.0,22.0,70.0,47.0,49.0,60.0,5,3,44768,25404,9210,34616,18541,12285,3,17.74652777777778,229.86111111111111,1.2986111111111112,0.0,0.0,926.7402597402597,820.4935064935065,1086.2207792207791,1024.0,1136.5194805194806
2022-05-13,1132.0,775.0,357.0,176.0,29.0,74.0,15.0,20.0,43.0,5,4,48812,27585,10847,38045,19357,13116,4,15.102083333333333,257.8541666666667,1.1458333333333333,3.5,0.0,983.6493506493506,781.0,1127.6883116883116,991.7662337662338,1125.2467532467533
2022-05-14,2391.0,1511.0,880.0,471.0,264.0,23.0,38.0,27.0,57.0,5,5,37771,19272,12383,31953,13128,8968,5,15.190277777777778,202.43055555555554,1.7020833333333334,0.0,0.0,980.1948051948052,904.3376623376623,1178.6103896103896,1058.6103896103896,1086.2337662337663
2022-05-15,4431.0,2708.0,1723.0,1101.0,416.0,57.0,51.0,48.0,50.0,5,6,28409,15203,9175,25166,9937,7020,6,13.474305555555555,190.09722222222223,1.0215277777777778,0.0,0.0,918.0,875.4415584415584,1178.090909090909,962.1038961038961,1222.5974025974026
2022-05-16,1405.0,869.0,536.0,385.0,57.0,1.0,18.0,49.0,26.0,5,0,44381,24621,9106,34332,17815,12141,0,15.34375,160.51388888888889,1.6319444444444444,0.0,0.0,937.3636363636364,777.6233766233767,1076.909090909091,1003.0909090909091,1049.2727272727273
2022-05-17,1317.0,867.0,450.0,264.0,53.0,36.0,20.0,53.0,24.0,5,1,44838,25423,9063,34426,18222,12293,1,14.26388888888889,165.5625,1.1645833333333333,0.0,0.0,1012.974025974026,765.2597402597403,1071.0,924.2857142857143,974.5194805194806
2022-05-18,1753.0,783.0,970.0,537.0,137.0,84.0,59.0,55.0,98.0,5,2,44746,26372,9510,35835,19360,13047,2,17.25277777777778,209.65972222222223,0.9138888888888889,0.0,0.0,959.3506493506494,832.3116883116883,1144.8051948051948,899.4675324675325,900.4805194805194
2022-05-19,1311.0,600.0,711.0,532.0,14.0,12.0,26.0,25.0,102.0,5,3,44285,26163,9463,35317,18766,12546,3,16.418055555555554,190.06944444444446,1.182638888888889,0.0,0.0,1014.4675324675325,769.2467532467532,1019.9480519480519,909.5064935064935,976.7922077922078
2022-05-20,1561.0,628.0,933.0,422.0,7.0,322.0,40.0,32.0,110.0,5,4,47819,27825,10749,38609,20070,13318,4,17.485416666666666,231.23611111111111,0.8194444444444444,0.0,0.0,971.9480519480519,774.7922077922078,1075.077922077922,925.1428571428571,893.038961038961
2022-05-21,4897.0,2747.0,2150.0,1175.0,462.0,279.0,59.0,61.0,114.0,5,5,37510,20509,11992,34010,15002,10524,5,19.01388888888889,165.8125,1.5465277777777777,0.0,0.0,990.3376623376623,911.7532467532468,1138.2467532467533,998.038961038961,881.5714285714286
2022-05-22,4533.0,2732.0,1801.0,1098.0,434.0,60.0,76.0,60.0,73.0,5,6,30100,16384,9496,27420,10955,8121,6,18.625694444444445,165.50694444444446,2.038888888888889,1.0,0.0,968.0519480519481,894.5324675324675,1109.1038961038962,1001.1818181818181,868.987012987013
2022-05-23,983.0,630.0,353.0,218.0,31.0,6.0,25.0,25.0,48.0,5,0,43841,25926,9059,34519,18020,12315,0,15.170833333333333,308.3333333333333,2.173611111111111,0.0,0.0,1288.4935064935064,804.5324675324675,1080.6623376623377,1005.9090909090909,930.4155844155844
2022-05-24,1237.0,673.0,564.0,339.0,27.0,41.0,32.0,68.0,57.0,5,1,44471,26074,9202,35613,18875,12657,1,13.577083333333333,308.3958333333333,1.5375,0.0,0.0,1239.142857142857,832.7272727272727,1048.909090909091,968.1558441558442,844.7402597402597
2022-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,46584,27255,10056,37419,19838,13411,2,20.74722222222222,233.70138888888889,0.7194444444444444,0.0,0.0,1098.5974025974026,842.1168831168832,1013.1688311688312,1037.7532467532467,868.2727272727273
2022-05-26,1773.0,957.0,816.0,595.0,18.0,22.0,34.0,67.0,80.0,5,3,46736,26459,10197,37678,19781,13172,3,21.168750000000003,151.68055555555554,1.8770833333333334,0.0,0.0,1055.7402597402597,847.0,1083.2727272727273,857.4805194805194,785.4935064935065
2022-05-27,1926.0,412.0,1514.0,163.0,0.0,1226.0,4.0,0.0,121.0,5,4,49860,29624,11218,39620,19586,14280,4,16.975,142.15277777777777,2.8118055555555554,24.5,0.0,1161.4805194805194,949.012987012987,1204.155844155844,997.8311688311688,999.012987012987
2022-05-28,919.0,581.0,338.0,172.0,88.0,24.0,16.0,10.0,28.0,5,5,38763,20769,12942,33540,13672,9733,5,14.485416666666667,260.46527777777777,1.7479166666666666,7.5,0.0,1310.051948051948,724.1298701298701,1043.8311688311687,927.077922077922,1031.5844155844156
2022-05-29,2563.0,1671.0,892.0,547.0,193.0,71.0,28.0,23.0,30.0,5,6,31672,16345,10551,27834,11361,7833,6,12.541666666666666,329.65972222222223,3.59375,7.0,0.0,1463.1688311688313,1017.8701298701299,1139.1688311688313,1012.4675324675325,1189.155844155844
2022-05-30,2223.0,1109.0,1114.0,508.0,198.0,198.0,35.0,91.0,84.0,5,0,45666,26286,9606,35209,18497,12580,0,16.013194444444444,249.1875,1.5395833333333333,0.0,0.0,1139.142857142857,863.3896103896104,1131.7142857142858,1028.7792207792209,975.4025974025974
2022-05-31,795.0,266.0,529.0,48.0,5.0,422.0,5.0,8.0,41.0,5,1,46392,27382,9533,36131,18603,13130,1,12.083333333333334,151.9375,2.3055555555555554,16.0,0.0,1353.7662337662337,1047.5584415584415,1177.5714285714287,1111.7142857142858,1149.6363636363637
2022-06-01,990.0,489.0,501.0,280.0,20.0,122.0,4.0,15.0,60.0,6,2,44894,26319,9624,35324,18234,12426,2,12.850000000000001,303.0486111111111,1.5930555555555557,5.0,0.0,1450.1168831168832,957.7532467532468,1232.6623376623377,1082.948051948052,992.3766233766233
2022-06-02,988.0,526.0,462.0,209.0,128.0,53.0,18.0,28.0,26.0,6,3,45627,28883,9543,36049,18989,13803,3,13.905555555555557,268.15972222222223,1.2131944444444445,0.0,0.0,1312.4805194805194,809.8311688311688,1088.5714285714287,1059.5714285714287,1021.6753246753246
2022-06-03,1990.0,681.0,1309.0,382.0,43.0,724.0,19.0,25.0,116.0,6,4,48973,27412,11358,39284,19671,13093,4,12.817361111111111,337.65972222222223,2.872916666666667,0.0,0.0,1746.3506493506493,1004.4805194805194,1346.5584415584415,1143.9610389610389,982.4415584415584
2022-06-04,3415.0,2111.0,1304.0,844.0,233.0,41.0,53.0,38.0,95.0,6,5,38315,20058,12189,33101,13350,9465,5,11.756944444444445,292.3958333333333,2.4541666666666666,0.0,0.0,1718.4805194805194,915.5454545454545,1295.8831168831168,1214.857142857143,974.5844155844156
2022-06-05,5217.0,3120.0,2097.0,1367.0,470.0,36.0,92.0,64.0,68.0,6,6,30027,15829,10055,26267,10043,7420,6,12.154166666666667,303.7708333333333,1.9347222222222225,0.0,0.0,1458.6883116883116,883.1688311688312,1112.844155844156,1120.3376623376623,956.1818181818181
2022-06-06,2537.0,1310.0,1227.0,476.0,596.0,9.0,31.0,73.0,42.0,6,0,44526,26060,9425,34983,18573,12348,0,14.497916666666665,155.04861111111111,1.5166666666666666,0.0,0.0,1307.7662337662337,888.2727272727273,1086.025974025974,1132.4935064935064,1060.3376623376623
2022-06-07,1239.0,795.0,444.0,278.0,35.0,3.0,35.0,58.0,35.0,6,1,44802,26912,9467,35298,18782,12940,1,14.49097222222222,280.1666666666667,1.7256944444444444,0.0,0.0,1412.6233766233765,862.961038961039,1096.7012987012988,1016.1168831168832,948.2467532467532
2022-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,44500,26958,10052,36469,19329,13214,2,14.169444444444444,190.25,0.6409722222222222,0.0,0.0,1397.7662337662337,908.922077922078,1267.8181818181818,1138.3376623376623,993.9480519480519
2022-06-09,1495.0,853.0,642.0,432.0,30.0,16.0,31.0,47.0,86.0,6,3,45844,27390,10239,37043,19642,13211,3,14.94652777777778,207.02777777777777,1.104861111111111,0.0,0.0,1250.857142857143,876.8051948051948,1411.3506493506493,1126.6753246753246,950.4675324675325
2022-06-10,3081.0,1165.0,1916.0,766.0,455.0,432.0,33.0,63.0,167.0,6,4,52227,29070,13148,41709,21080,14142,4,17.65277777777778,155.33333333333334,2.134027777777778,0.0,0.0,1195.2467532467533,995.4415584415584,1495.3896103896104,1185.2207792207791,1027.2987012987012
2022-06-11,3079.0,1911.0,1168.0,759.0,247.0,24.0,33.0,14.0,91.0,6,5,44550,21828,14718,39770,17226,11269,5,16.06527777777778,223.47222222222223,2.1534722222222222,0.5,0.0,1364.7922077922078,1066.5064935064936,1326.1168831168832,1211.5584415584415,1023.5064935064935
2022-06-12,4897.0,2950.0,1947.0,1146.0,575.0,35.0,73.0,52.0,66.0,6,6,36306,17752,12354,33387,13620,8877,6,13.497222222222222,329.86805555555554,3.0326388888888887,0.0,0.0,1571.7012987012988,962.2467532467532,1431.7792207792209,1163.5584415584415,796.4805194805194
2022-06-13,1738.0,1139.0,599.0,350.0,116.0,4.0,31.0,60.0,38.0,6,0,44326,25594,9906,34266,18212,12059,0,16.21527777777778,321.0833333333333,1.8881944444444443,0.0,0.0,1290.4545454545455,976.5584415584416,1422.012987012987,1144.4285714285713,929.5844155844156
2022-06-14,1416.0,886.0,530.0,323.0,61.0,10.0,34.0,62.0,40.0,6,1,52948,26373,11880,40725,19865,13072,1,16.19236111111111,167.98611111111111,0.8013888888888889,0.0,0.0,1170.7662337662337,958.8051948051948,1349.7922077922078,1195.051948051948,844.987012987013
2022-06-15,1515.0,928.0,587.0,391.0,76.0,1.0,18.0,39.0,62.0,6,2,51912,26915,11494,41653,20257,13381,2,15.560416666666665,152.45138888888889,2.538888888888889,0.0,0.0,1244.6233766233765,1131.5064935064936,1543.3896103896104,1139.2987012987012,1039.6103896103896
2022-06-16,782.0,386.0,396.0,261.0,26.0,10.0,10.0,13.0,76.0,6,3,51866,27922,11396,40646,20186,13294,3,16.71388888888889,211.625,1.0229166666666667,7.5,0.0,1253.1818181818182,993.9350649350649,1338.6233766233765,1106.5584415584415,918.7142857142857
2022-06-17,2023.0,999.0,1024.0,552.0,122.0,62.0,76.0,35.0,177.0,6,4,52186,29006,12247,39866,19899,13695,4,16.36388888888889,277.90972222222223,0.9701388888888888,0.0,0.0,1343.6233766233765,1069.5584415584415,1340.6363636363637,1161.4935064935064,914.6103896103896
2022-06-18,4633.0,2831.0,1802.0,1137.0,377.0,48.0,74.0,58.0,108.0,6,5,44532,22514,14626,35483,14656,10068,5,20.568055555555556,164.13888888888889,0.9666666666666666,0.0,0.0,988.4025974025974,903.7272727272727,1303.025974025974,1040.1688311688313,838.5974025974026
2022-06-19,3874.0,2311.0,1563.0,889.0,432.0,46.0,69.0,46.0,81.0,6,6,35222,16965,11750,27410,10454,7298,6,21.479166666666668,183.31944444444446,1.2784722222222222,3.0,0.0,854.038961038961,879.1428571428571,1176.4675324675325,963.2467532467532,814.1038961038961
2022-06-20,1800.0,1133.0,667.0,404.0,106.0,46.0,33.0,32.0,46.0,6,0,46300,26224,10259,35438,18640,12842,0,18.259722222222223,311.3611111111111,2.8055555555555554,0.5,0.0,1284.9610389610389,850.3766233766233,1313.3506493506493,1149.987012987013,760.5324675324675
2022-06-21,2120.0,986.0,1134.0,332.0,187.0,429.0,26.0,57.0,103.0,6,1,45968,26020,10029,36027,18509,12405,1,18.154166666666665,324.7638888888889,2.066666666666667,0.0,0.0,1186.3636363636363,858.2077922077922,1277.077922077922,1142.1948051948052,803.922077922078
2022-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,46534,26303,10555,36443,18844,12625,2,20.43125,165.44444444444446,1.207638888888889,0.0,0.0,1015.4805194805194,898.2467532467532,1193.2727272727273,1021.0909090909091,781.6103896103896
2022-06-23,1226.0,556.0,670.0,259.0,235.0,52.0,23.0,6.0,95.0,6,3,49387,27741,10908,38515,19965,13617,3,17.413194444444443,155.21527777777777,2.4402777777777778,3.5,0.0,1244.090909090909,895.9090909090909,1288.0,988.5454545454545,846.5064935064935
2022-06-24,698.0,216.0,482.0,111.0,138.0,190.0,3.0,1.0,39.0,6,4,51192,27644,12499,40478,20751,13735,4,19.104166666666668,151.90972222222223,2.332638888888889,15.5,0.0,1183.6233766233765,1031.2857142857142,1470.3116883116884,1391.2207792207791,749.987012987013
2022-06-25,4559.0,2731.0,1828.0,1153.0,352.0,77.0,65.0,52.0,129.0,6,5,43463,19880,14202,37330,15941,10656,5,24.447222222222223,163.33333333333334,1.3590277777777777,0.0,0.0,961.6103896103896,816.7012987012987,1208.3766233766235,1086.2077922077922,782.5194805194806
2022-06-26,4206.0,2592.0,1614.0,989.0,399.0,69.0,70.0,31.0,56.0,6,6,34142,17625,11068,29684,12303,8306,6,24.35,201.64583333333334,1.1236111111111111,0.0,0.0,836.2207792207793,693.5454545454545,1022.0519480519481,1056.7532467532467,688.7272727272727
2022-06-27,1831.0,1032.0,799.0,404.0,182.0,23.0,41.0,31.0,118.0,6,0,46687,26238,10305,36891,19807,13019,0,20.37152777777778,281.6458333333333,2.1506944444444445,2.0,0.0,1123.2467532467533,838.1948051948052,1206.7402597402597,1147.8831168831168,709.9480519480519
2022-06-28,1530.0,395.0,1135.0,387.0,472.0,114.0,9.0,17.0,136.0,6,1,47813,27472,10298,37710,19745,13237,1,19.514583333333334,174.49305555555554,1.504861111111111,16.5,0.0,1043.3766233766235,844.4545454545455,1285.7532467532467,1205.974025974026,755.1948051948052
2022-06-29,707.0,236.0,471.0,119.0,279.0,0.0,9.0,6.0,58.0,6,2,47630,27169,10725,37539,18968,13351,2,19.479166666666668,280.40277777777777,1.1541666666666666,11.0,0.0,1173.3246753246754,804.2857142857143,1129.9610389610389,1365.3896103896104,697.6883116883117
2022-06-30,1493.0,652.0,841.0,445.0,257.0,3.0,20.0,26.0,90.0,6,3,47548,27188,10702,38122,20275,13182,3,20.077083333333334,215.14583333333334,0.5520833333333334,1.0,0.0,1045.909090909091,740.5974025974026,1103.9610389610389,1223.8701298701299,697.5714285714286
2022-07-01,1814.0,896.0,918.0,539.0,215.0,7.0,20.0,45.0,92.0,7,4,52284,29996,12092,41412,21307,14538,4,21.054861111111112,164.79166666666666,0.7166666666666667,0.0,0.0,1040.012987012987,802.4675324675325,1089.1168831168832,1221.1818181818182,667.5064935064935
2022-07-02,3735.0,2156.0,1579.0,816.0,446.0,32.0,92.0,42.0,151.0,7,5,41420,22298,13083,34893,14567,10378,5,21.98263888888889,237.24305555555554,0.6131944444444444,0.0,0.0,842.961038961039,731.8701298701299,1069.857142857143,920.7142857142857,757.3636363636364
2022-07-03,3558.0,2209.0,1349.0,828.0,311.0,78.0,45.0,37.0,50.0,7,6,34314,17049,10822,28228,11605,8156,6,26.241666666666667,260.27777777777777,0.8923611111111112,0.0,0.0,901.922077922078,690.038961038961,936.5974025974026,795.7922077922078,552.6883116883117
2022-07-04,1176.0,869.0,307.0,188.0,29.0,4.0,24.0,26.0,36.0,7,0,46199,26297,9960,35521,18721,12738,0,25.229166666666668,261.05555555555554,1.1465277777777778,0.0,0.0,1028.6883116883116,734.7532467532468,1042.7272727272727,818.987012987013,593.6493506493506
2022-07-05,1508.0,722.0,786.0,281.0,322.0,64.0,19.0,19.0,81.0,7,1,46308,26606,10012,36000,18715,12685,1,23.734027777777776,295.65972222222223,1.176388888888889,0.0,0.0,1012.6493506493506,670.3636363636364,896.3636363636364,963.7402597402597,540.0649350649351
2022-07-06,1501.0,560.0,941.0,270.0,274.0,226.0,37.0,25.0,109.0,7,2,49186,26481,10566,37539,19474,12731,2,25.257638888888888,225.45833333333334,1.113888888888889,0.0,0.0,1001.2987012987013,756.1558441558442,994.5194805194806,902.5064935064935,512.7662337662338
2022-07-07,1349.0,666.0,683.0,263.0,168.0,147.0,19.0,28.0,58.0,7,3,48250,27476,10617,37198,19382,12812,3,25.427083333333332,234.08333333333334,1.395138888888889,0.0,0.0,999.7922077922078,724.8051948051948,987.3766233766233,833.077922077922,496.8181818181818
2022-07-08,2824.0,908.0,1916.0,931.0,714.0,7.0,20.0,27.0,217.0,7,4,51955,28176,12314,40737,20550,13293,4,23.73611111111111,157.375,1.9548611111111112,0.0,0.0,967.1818181818181,763.0909090909091,1085.0389610389611,1104.2337662337663,531.4025974025974
2022-07-09,3819.0,2278.0,1541.0,892.0,376.0,48.0,81.0,45.0,99.0,7,5,48198,20297,15701,38078,14681,9598,5,24.69861111111111,174.54861111111111,1.3368055555555556,0.0,0.0,925.4935064935065,674.5064935064935,925.5584415584416,862.7012987012987,456.35064935064935
2022-07-10,2830.0,1754.0,1076.0,637.0,264.0,48.0,58.0,19.0,50.0,7,6,35250,17482,11668,29206,11092,8012,6,25.05972222222222,327.71527777777777,1.8527777777777779,0.5,0.0,862.1948051948052,664.2727272727273,849.4805194805194,931.5194805194806,484.1948051948052
2022-07-11,1077.0,745.0,332.0,193.0,53.0,7.0,16.0,17.0,46.0,7,0,46554,26149,10595,35806,18282,12556,0,24.87152777777778,203.15972222222223,1.2881944444444444,2.0,0.0,1018.8961038961039,738.6233766233767,949.1948051948052,1158.064935064935,575.3896103896104
2022-07-12,1524.0,684.0,840.0,185.0,248.0,285.0,20.0,51.0,51.0,7,1,46977,26246,10671,36372,18940,12601,1,24.933333333333334,151.45833333333334,1.9812500000000002,1.0,0.0,986.8571428571429,659.4155844155844,961.8311688311688,1197.1818181818182,611.7922077922078
2022-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,47585,26483,10430,36849,18607,12517,2,24.418055555555554,159.65277777777777,0.9979166666666666,0.5,0.0,992.5454545454545,691.8961038961039,1005.9090909090909,1290.3766233766235,574.2077922077922
2022-07-14,1635.0,757.0,878.0,294.0,102.0,332.0,41.0,35.0,74.0,7,3,47163,26681,10541,36138,18520,12287,3,23.43125,153.68055555555554,2.072222222222222,0.0,0.0,897.3246753246754,661.6753246753246,963.3636363636364,1159.7272727272727,542.8441558441558
2022-07-15,2014.0,815.0,1199.0,308.0,171.0,534.0,30.0,28.0,128.0,7,4,51187,27650,12244,39536,19482,12987,4,21.366666666666667,138.99305555555554,3.1402777777777775,0.0,0.0,918.9350649350649,725.7662337662338,1067.1038961038962,955.4415584415584,455.6233766233766
2022-07-16,2334.0,1502.0,832.0,450.0,216.0,42.0,29.0,38.0,57.0,7,5,41845,21651,13380,33591,13881,10031,5,20.709027777777777,160.09027777777777,1.7465277777777777,1.0,0.0,877.025974025974,675.0519480519481,1049.922077922078,788.3636363636364,396.38961038961037
2022-07-17,1596.0,1036.0,560.0,302.0,170.0,30.0,30.0,9.0,19.0,7,6,35932,18758,12422,29197,10390,8040,6,20.711805555555557,250.02083333333334,0.6652777777777777,51.5,0.0,1030.6493506493507,742.8051948051948,1050.1818181818182,994.3506493506494,513.1818181818181
2022-07-18,4341.0,2542.0,1799.0,972.0,562.0,78.0,54.0,42.0,91.0,7,0,31724,16410,9578,25170,10208,7512,0,20.015277777777776,299.25,1.4659722222222222,0.5,0.0,950.2987012987013,739.1038961038961,982.6363636363636,793.0,557.0649350649351
